entry,hostname,delta,error,lastcall
3,xen-vm3,0.060037016,0.000037016,54.369107757
1,xen-vm1,0.060041420,0.000041420,54.379086858
2,xen-vm2,0.059995502,0.000004498,54.409107834
3,xen-vm3,0.059995941,0.000004059,54.429103698
1,xen-vm1,0.060018486,0.000018486,54.439105344
2,xen-vm2,0.060014314,0.000014314,54.469122148
3,xen-vm3,0.060024700,0.000024700,54.489128398
1,xen-vm1,0.060018329,0.000018329,54.499123673
2,xen-vm2,0.060012729,0.000012729,54.529134877
3,xen-vm3,0.060009424,0.000009424,54.549137822
1,xen-vm1,0.059986690,0.000013310,54.559110363
2,xen-vm2,0.060018534,0.000018534,54.589153411
3,xen-vm3,0.060020125,0.000020125,54.609157947
1,xen-vm1,0.060021600,0.000021600,54.619131963
2,xen-vm2,0.060008295,0.000008295,54.649161706
3,xen-vm3,0.059998775,0.000001225,54.669156722
1,xen-vm1,0.060028750,0.000028750,54.679160713
2,xen-vm2,0.060017809,0.000017809,54.709179515
3,xen-vm3,0.060020741,0.000020741,54.729177463
1,xen-vm1,0.060001966,0.000001966,54.739162679
